grid_x,grid_y,real_x,real_y,height,terrain_type,r,g,b
0,0,635000.5,485000.5,123.4,CONCRETE,137,139,126
0,1,635000.5,485001.5,123.48,GRASS,89,76,70
0,2,635000.5,485002.5,123.48,GRASS,26,27,32
0,3,635000.5,485003.5,123.53,GRASS,24,33,38
0,4,635000.5,485004.5,123.51,GRASS,54,63,60
0,5,635000.5,485005.5,123.48,GRASS,53,65,53
0,6,635000.5,485006.5,123.37,GRASS,84,81,72
0,7,635000.5,485007.5,123.37,GRASS,65,65,65
0,8,635000.5,485008.5,123.06,GRASS,46,50,51
0,9,635000.5,485009.5,123.01,ASPHALT,93,107,81
0,10,635000.5,485010.5,122.88,ASPHALT,90,102,82
0,11,635000.5,485011.5,122.09,ASPHALT,99,103,106
0,12,635000.5,485012.5,122.09,GRASS,45,45,47
0,13,635000.5,485013.5,121.08,ASPHALT,122,108,99
0,14,635000.5,485014.5,120.26,ASPHALT,117,100,93
0,15,635000.5,485015.5,120.25,ASPHALT,106,91,86
0,16,635000.5,485016.5,120.15,GRASS,26,33,41
0,17,635000.5,485017.5,120.15,GRASS,66,79,59
0,18,635000.5,485018.5,120.06,GRASS,50,60,49
0,19,635000.5,485019.5,120.02,GRASS,63,76,56
0,20,635000.5,485020.5,119.96,GRASS,72,86,63
0,21,635000.5,485021.5,119.96,GRASS,57,69,55
0,22,635000.5,485022.5,119.98,GRASS,71,95,73
0,23,635000.5,485023.5,119.83,GRASS,60,73,64
0,24,635000.5,485024.5,119.69,GRASS,25,34,33
0,25,635000.5,485025.5,119.61,GRASS,50,60,52
0,26,635000.5,485026.5,119.61,ASPHALT,86,92,80
0,27,635000.5,485027.5,119.59,ASPHALT,97,102,79
0,28,635000.5,485028.5,119.6,ASPHALT,114,111,94
0,29,635000.5,485029.5,119.59,ASPHALT,129,117,101
0,30,635000.5,485030.5,119.53,ASPHALT,100,103,82
0,31,635000.5,485031.5,119.53,DIRT,101,101,77
0,32,635000.5,485032.5,119.52,DIRT,108,113,83
0,33,635000.5,485033.5,119.53,ASPHALT,96,99,78
0,34,635000.5,485034.5,119.49,GRASS,82,86,69
0,35,635000.5,485035.5,119.42,GRASS,62,65,56
0,36,635000.5,485036.5,119.42,ASPHALT,125,115,105
0,37,635000.5,485037.5,119.41,CONCRETE,171,159,143
0,38,635000.5,485038.5,119.38,DIRT,110,105,83
0,39,635000.5,485039.5,119.46,ASPHALT,122,117,97
0,40,635000.5,485040.5,119.46,ASPHALT,102,107,84
0,41,635000.5,485041.5,119.53,GRASS,68,81,63
0,42,635000.5,485042.5,119.59,GRASS,52,66,49
0,43,635000.5,485043.5,119.5,GRASS,70,84,69
0,44,635000.5,485044.5,119.15,GRASS,46,58,48
0,45,635000.5,485045.5,119.15,GRASS,34,46,42
0,46,635000.5,485046.5,118.8,GRASS,21,30,37
0,47,635000.5,485047.5,118.62,GRASS,23,34,38
0,48,635000.5,485048.5,118.76,GRASS,24,33,38
0,49,635000.5,485049.5,118.73,GRASS,24,38,39
0,50,635000.5,485050.5,118.73,GRASS,28,36,39
0,51,635000.5,485051.5,118.73,GRASS,28,41,34
0,52,635000.5,485052.5,118.63,GRASS,72,85,68
0,53,635000.5,485053.5,118.61,ASPHALT,99,104,82
0,54,635000.5,485054.5,118.6,GRASS,78,83,63
0,55,635000.5,485055.5,118.6,GRASS,78,82,67
0,56,635000.5,485056.5,118.61,GRASS,81,85,68
0,57,635000.5,485057.5,118.57,ASPHALT,93,96,79
0,58,635000.5,485058.5,118.56,ASPHALT,96,98,77
0,59,635000.5,485059.5,118.53,ASPHALT,108,106,85
0,60,635000.5,485060.5,118.53,ASPHALT,110,109,88
0,61,635000.5,485061.5,118.52,ASPHALT,112,110,89
0,62,635000.5,485062.5,118.51,ASPHALT,126,121,101
0,63,635000.5,485063.5,118.49,ASPHALT,112,107,87
0,64,635000.5,485064.5,118.49,ASPHALT,105,104,84
0,65,635000.5,485065.5,118.44,ASPHALT,99,101,80
0,66,635000.5,485066.5,118.44,ASPHALT,116,114,93
0,67,635000.5,485067.5,118.31,ASPHALT,117,112,90
0,68,635000.5,485068.5,118.11,ASPHALT,122,121,100
0,69,635000.5,485069.5,118.11,ASPHALT,95,103,82
0,70,635000.5,485070.5,117.81,GRASS,81,90,73
0,71,635000.5,485071.5,117.58,ASPHALT,110,114,97
0,72,635000.5,485072.5,117.48,ASPHALT,117,115,94
0,73,635000.5,485073.5,117.52,ASPHALT,110,105,85
0,74,635000.5,485074.5,117.52,ASPHALT,137,129,106
0,75,635000.5,485075.5,117.56,CONCRETE,143,132,114
0,76,635000.5,485076.5,117.69,CONCRETE,190,182,169
0,77,635000.5,485077.5,117.73,CONCRETE,199,191,178
0,78,635000.5,485078.5,117.79,CONCRETE,210,203,187
0,79,635000.5,485079.5,117.79,CONCRETE,199,187,175
0,80,635000.5,485080.5,117.86,CONCRETE,207,201,189
0,81,635000.5,485081.5,117.71,CONCRETE,194,185,170
0,82,635000.5,485082.5,117.36,CONCRETE,153,151,130
0,83,635000.5,485083.5,117.36,ASPHALT,110,110,86
0,84,635000.5,485084.5,116.89,GRASS,70,83,66
0,85,635000.5,485085.5,116.45,GRASS,70,89,69
0,86,635000.5,485086.5,116.02,GRASS,75,89,72
0,87,635000.5,485087.5,115.61,GRASS,70,85,66
0,88,635000.5,485088.5,115.61,GRASS,70,83,65
0,89,635000.5,485089.5,115.18,GRASS,70,82,68
0,90,635000.5,485090.5,114.93,ASPHALT,85,100,81
0,91,635000.5,485091.5,114.65,ASPHALT,93,104,87
0,92,635000.5,485092.5,114.48,GRASS,81,92,75
0,93,635000.5,485093.5,114.48,GRASS,82,91,74
0,94,635000.5,485094.5,114.36,GRASS,88,93,71
0,95,635000.5,485095.5,114.32,ASPHALT,100,108,84
0,96,635000.5,485096.5,114.29,ASPHALT,106,110,87
0,97,635000.5,485097.5,114.26,ASPHALT,102,110,87
0,98,635000.5,485098.5,114.26,ASPHALT,112,117,95
0,99,635000.5,485099.5,114.26,ASPHALT,97,100,79
1,0,635001.5,485000.5,123.26,ASPHALT,119,102,95
1,1,635001.5,485001.5,123.35,DIRT,119,96,90
1,2,635001.5,485002.5,123.35,GRASS,72,62,60
1,3,635001.5,485003.5,123.53,GRASS,42,43,47
1,4,635001.5,485004.5,123.51,GRASS,66,68,55
1,5,635001.5,485005.5,123.28,GRASS,33,43,35
1,6,635001.5,485006.5,123.02,ASPHALT,81,91,82
1,7,635001.5,485007.5,123.02,GRASS,50,61,55
1,8,635001.5,485008.5,122.94,GRASS,42,52,41
1,9,635001.5,485009.5,122.83,GRASS,77,96,64
1,10,635001.5,485010.5,122.77,ASPHALT,98,120,82
1,11,635001.5,485011.5,122.8,GRASS,37,44,37
1,12,635001.5,485012.5,122.8,GRASS,59,57,62
1,13,635001.5,485013.5,121.07,ASPHALT,96,85,83
1,14,635001.5,485014.5,120.33,ASPHALT,118,107,101
1,15,635001.5,485015.5,120.31,GRASS,29,36,42
1,16,635001.5,485016.5,120.16,GRASS,27,31,40
1,17,635001.5,485017.5,120.16,GRASS,75,93,71
1,18,635001.5,485018.5,120.06,GRASS,79,101,78
1,19,635001.5,485019.5,119.95,GRASS,65,78,58
1,20,635001.5,485020.5,119.99,GRASS,78,92,69
1,21,635001.5,485021.5,119.99,ASPHALT,89,102,82
1,22,635001.5,485022.5,119.99,GRASS,40,56,43
1,23,635001.5,485023.5,119.95,GRASS,39,50,46
1,24,635001.5,485024.5,119.91,GRASS,28,39,41
1,25,635001.5,485025.5,119.72,GRASS,34,39,45
1,26,635001.5,485026.5,119.72,GRASS,38,47,42
1,27,635001.5,485027.5,119.65,ASPHALT,99,109,85
1,28,635001.5,485028.5,119.59,ASPHALT,114,100,91
1,29,635001.5,485029.5,119.61,GRASS,84,71,62
1,30,635001.5,485030.5,119.54,ASPHALT,109,103,89
1,31,635001.5,485031.5,119.54,ASPHALT,121,123,101
1,32,635001.5,485032.5,119.54,ASPHALT,106,111,89
1,33,635001.5,485033.5,119.52,GRASS,81,88,72
1,34,635001.5,485034.5,119.46,GRASS,75,78,71
1,35,635001.5,485035.5,119.48,GRASS,77,70,62
1,36,635001.5,485036.5,119.48,CONCRETE,164,156,137
1,37,635001.5,485037.5,119.44,ASPHALT,129,125,100
1,38,635001.5,485038.5,119.46,DIRT,118,112,90
1,39,635001.5,485039.5,119.5,GRASS,81,91,67
1,40,635001.5,485040.5,119.5,GRASS,81,99,73
1,41,635001.5,485041.5,119.54,GRASS,59,72,55
1,42,635001.5,485042.5,119.56,GRASS,67,81,64
1,43,635001.5,485043.5,119.45,GRASS,57,71,56
1,44,635001.5,485044.5,119.11,GRASS,75,89,72
1,45,635001.5,485045.5,119.11,GRASS,46,57,53
1,46,635001.5,485046.5,118.74,GRASS,28,39,43
1,47,635001.5,485047.5,118.54,GRASS,27,36,41
1,48,635001.5,485048.5,118.5,GRASS,22,32,41
1,49,635001.5,485049.5,118.66,GRASS,33,47,48
1,50,635001.5,485050.5,118.66,GRASS,32,43,47
1,51,635001.5,485051.5,118.66,GRASS,24,38,41
1,52,635001.5,485052.5,118.61,GRASS,35,46,40
1,53,635001.5,485053.5,118.62,GRASS,74,87,69
1,54,635001.5,485054.5,118.61,ASPHALT,91,96,76
1,55,635001.5,485055.5,118.61,ASPHALT,94,97,80
1,56,635001.5,485056.5,118.58,GRASS,87,88,70
1,57,635001.5,485057.5,118.52,DIRT,98,97,76
1,58,635001.5,485058.5,118.53,ASPHALT,101,100,79
1,59,635001.5,485059.5,118.51,ASPHALT,109,108,87
1,60,635001.5,485060.5,118.51,ASPHALT,102,99,80
1,61,635001.5,485061.5,118.5,ASPHALT,112,110,89
1,62,635001.5,485062.5,118.49,ASPHALT,117,115,94
1,63,635001.5,485063.5,118.46,ASPHALT,110,109,88
1,64,635001.5,485064.5,118.46,DIRT,101,96,76
1,65,635001.5,485065.5,118.37,ASPHALT,122,117,97
1,66,635001.5,485066.5,118.23,ASPHALT,102,99,80
1,67,635001.5,485067.5,117.96,ASPHALT,98,97,77
1,68,635001.5,485068.5,117.75,ASPHALT,105,110,90
1,69,635001.5,485069.5,117.75,ASPHALT,84,95,78
1,70,635001.5,485070.5,117.44,ASPHALT,95,102,86
1,71,635001.5,485071.5,117.33,ASPHALT,96,99,80
1,72,635001.5,485072.5,117.39,ASPHALT,101,98,79
1,73,635001.5,485073.5,117.43,ASPHALT,132,124,101
1,74,635001.5,485074.5,117.43,CONCRETE,147,135,119
1,75,635001.5,485075.5,117.53,CONCRETE,195,189,177
1,76,635001.5,485076.5,117.58,CONCRETE,199,191,180
1,77,635001.5,485077.5,117.67,CONCRETE,211,203,190
1,78,635001.5,485078.5,117.75,CONCRETE,205,197,184
1,79,635001.5,485079.5,117.75,CONCRETE,207,199,188
1,80,635001.5,485080.5,117.65,CONCRETE,193,184,169
1,81,635001.5,485081.5,117.22,CONCRETE,146,145,124
1,82,635001.5,485082.5,116.77,ASPHALT,102,107,85
1,83,635001.5,485083.5,116.77,ASPHALT,90,102,82
1,84,635001.5,485084.5,116.34,GRASS,76,89,71
1,85,635001.5,485085.5,115.89,GRASS,77,92,73
1,86,635001.5,485086.5,115.52,GRASS,74,89,70
1,87,635001.5,485087.5,115.05,GRASS,79,90,73
1,88,635001.5,485088.5,115.05,GRASS,72,85,67
1,89,635001.5,485089.5,114.76,GRASS,81,93,73
1,90,635001.5,485090.5,114.6,ASPHALT,89,102,82
1,91,635001.5,485091.5,114.48,ASPHALT,89,98,79
1,92,635001.5,485092.5,114.41,ASPHALT,93,98,78
1,93,635001.5,485093.5,114.41,ASPHALT,96,97,79
1,94,635001.5,485094.5,114.35,ASPHALT,105,106,88
1,95,635001.5,485095.5,114.32,ASPHALT,92,94,73
1,96,635001.5,485096.5,114.3,ASPHALT,110,113,92
1,97,635001.5,485097.5,114.27,ASPHALT,92,97,75
1,98,635001.5,485098.5,114.27,ASPHALT,98,103,83
1,99,635001.5,485099.5,114.24,ASPHALT,91,100,79
2,0,635002.5,485000.5,123.17,ASPHALT,105,109,112
2,1,635002.5,485001.5,123.21,ASPHALT,124,109,102
2,2,635002.5,485002.5,123.21,ASPHALT,117,100,93
2,3,635002.5,485003.5,123.37,GRASS,38,36,37
2,4,635002.5,485004.5,123.34,ASPHALT,86,88,75
2,5,635002.5,485005.5,123.03,GRASS,71,79,66
2,6,635002.5,485006.5,122.96,GRASS,68,80,68
2,7,635002.5,485007.5,122.96,GRASS,33,45,33
2,8,635002.5,485008.5,122.82,GRASS,34,47,27
2,9,635002.5,485009.5,122.77,GRASS,60,79,51
2,10,635002.5,485010.5,122.8,GRASS,41,60,32
2,11,635002.5,485011.5,122.8,GRASS,37,49,39
2,12,635002.5,485012.5,122.8,ASPHALT,80,80,82
2,13,635002.5,485013.5,122.28,CONCRETE,164,165,160
2,14,635002.5,485014.5,120.4,GRASS,25,32,40
2,15,635002.5,485015.5,120.72,GRASS,61,68,61
2,16,635002.5,485016.5,120.5,GRASS,77,75,63
2,17,635002.5,485017.5,120.5,GRASS,24,32,34
2,18,635002.5,485018.5,120.07,ASPHALT,116,131,112
2,19,635002.5,485019.5,120.03,ASPHALT,91,104,84
2,20,635002.5,485020.5,119.94,ASPHALT,87,99,75
2,21,635002.5,485021.5,119.94,GRASS,84,98,75
2,22,635002.5,485022.5,119.97,GRASS,55,72,54
2,23,635002.5,485023.5,119.97,GRASS,47,63,50
2,24,635002.5,485024.5,119.9,GRASS,43,58,51
2,25,635002.5,485025.5,119.87,GRASS,49,60,52
2,26,635002.5,485026.5,119.87,ASPHALT,81,86,79
2,27,635002.5,485027.5,119.7,GRASS,40,42,37
2,28,635002.5,485028.5,119.64,ASPHALT,86,93,77
2,29,635002.5,485029.5,119.6,DIRT,93,87,73
2,30,635002.5,485030.5,119.62,ASPHALT,101,103,82
2,31,635002.5,485031.5,119.62,ASPHALT,112,122,97
2,32,635002.5,485032.5,119.56,GRASS,80,86,72
2,33,635002.5,485033.5,119.49,GRASS,48,50,45
2,34,635002.5,485034.5,119.52,GRASS,74,70,61
2,35,635002.5,485035.5,119.49,CONCRETE,155,150,130
2,36,635002.5,485036.5,119.49,ASPHALT,105,107,83
2,37,635002.5,485037.5,119.49,DIRT,121,115,91
2,38,635002.5,485038.5,119.49,ASPHALT,96,105,76
2,39,635002.5,485039.5,119.49,GRASS,79,103,71
2,40,635002.5,485040.5,119.49,GRASS,68,86,62
2,41,635002.5,485041.5,119.53,GRASS,77,92,73
2,42,635002.5,485042.5,119.47,GRASS,76,91,72
2,43,635002.5,485043.5,119.36,GRASS,68,87,65
2,44,635002.5,485044.5,119.15,GRASS,75,88,70
2,45,635002.5,485045.5,119.15,GRASS,56,68,58
2,46,635002.5,485046.5,118.73,GRASS,23,35,35
2,47,635002.5,485047.5,118.69,GRASS,24,35,41
2,48,635002.5,485048.5,118.68,GRASS,22,32,41
2,49,635002.5,485049.5,118.63,GRASS,20,30,39
2,50,635002.5,485050.5,118.63,GRASS,26,35,44
2,51,635002.5,485051.5,118.62,GRASS,24,33,42
2,52,635002.5,485052.5,118.61,GRASS,25,34,41
2,53,635002.5,485053.5,118.59,GRASS,33,43,44
2,54,635002.5,485054.5,118.57,GRASS,68,76,61
2,55,635002.5,485055.5,118.57,ASPHALT,103,104,88
2,56,635002.5,485056.5,118.53,GRASS,89,88,68
2,57,635002.5,485057.5,118.53,ASPHALT,112,110,89
2,58,635002.5,485058.5,118.48,ASPHALT,101,103,82
2,59,635002.5,485059.5,118.5,ASPHALT,110,108,87
2,60,635002.5,485060.5,118.5,ASPHALT,120,115,95
2,61,635002.5,485061.5,118.47,ASPHALT,113,112,91
2,62,635002.5,485062.5,118.43,ASPHALT,94,97,76
2,63,635002.5,485063.5,118.35,ASPHALT,116,114,93
2,64,635002.5,485064.5,118.35,ASPHALT,116,111,91
2,65,635002.5,485065.5,118.11,ASPHALT,112,110,89
2,66,635002.5,485066.5,117.83,ASPHALT,103,108,88
2,67,635002.5,485067.5,117.59,ASPHALT,95,100,80
2,68,635002.5,485068.5,117.32,GRASS,79,88,69
2,69,635002.5,485069.5,117.32,ASPHALT,96,108,88
2,70,635002.5,485070.5,117.19,ASPHALT,88,96,75
2,71,635002.5,485071.5,117.27,ASPHALT,111,110,89
2,72,635002.5,485072.5,117.28,ASPHALT,132,126,102
2,73,635002.5,485073.5,117.4,CONCRETE,153,145,126
2,74,635002.5,485074.5,117.4,CONCRETE,197,191,179
2,75,635002.5,485075.5,117.46,CONCRETE,204,194,182
2,76,635002.5,485076.5,117.55,CONCRETE,209,202,186
2,77,635002.5,485077.5,117.6,CONCRETE,207,200,184
2,78,635002.5,485078.5,117.56,CONCRETE,207,197,185
2,79,635002.5,485079.5,117.56,CONCRETE,203,194,179
2,80,635002.5,485080.5,117.12,CONCRETE,134,134,110
2,81,635002.5,485081.5,116.6,GRASS,87,95,72
2,82,635002.5,485082.5,116.21,GRASS,70,83,65
2,83,635002.5,485083.5,116.21,GRASS,81,96,73
2,84,635002.5,485084.5,115.81,GRASS,79,94,75
2,85,635002.5,485085.5,115.42,ASPHALT,85,100,81
2,86,635002.5,485086.5,114.98,ASPHALT,86,98,78
2,87,635002.5,485087.5,114.73,GRASS,79,90,73
2,88,635002.5,485088.5,114.73,ASPHALT,96,100,83
2,89,635002.5,485089.5,114.56,ASPHALT,106,115,94
2,90,635002.5,485090.5,114.46,GRASS,82,89,71
2,91,635002.5,485091.5,114.43,ASPHALT,93,94,76
2,92,635002.5,485092.5,114.43,ASPHALT,96,99,78
2,93,635002.5,485093.5,114.43,ASPHALT,105,107,83
2,94,635002.5,485094.5,114.37,ASPHALT,92,104,82
2,95,635002.5,485095.5,114.31,ASPHALT,100,108,85
2,96,635002.5,485096.5,114.29,ASPHALT,109,114,91
2,97,635002.5,485097.5,114.26,ASPHALT,84,97,79
2,98,635002.5,485098.5,114.26,ASPHALT,87,96,77
2,99,635002.5,485099.5,114.24,GRASS,82,94,74
3,0,635003.5,485000.5,123.17,ASPHALT,83,85,84
3,1,635003.5,485001.5,123.21,GRASS,44,49,52
3,2,635003.5,485002.5,123.21,CONCRETE,145,128,121
3,3,635003.5,485003.5,123.37,ASPHALT,89,83,83
3,4,635003.5,485004.5,123.34,GRASS,47,58,44
3,5,635003.5,485005.5,123.03,ASPHALT,94,98,83
3,6,635003.5,485006.5,122.96,GRASS,47,60,43
3,7,635003.5,485007.5,122.96,DIRT,96,119,75
3,8,635003.5,485008.5,122.82,ASPHALT,95,111,75
3,9,635003.5,485009.5,122.77,GRASS,89,106,72
3,10,635003.5,485010.5,122.8,GRASS,78,100,64
3,11,635003.5,485011.5,122.8,GRASS,61,66,59
3,12,635003.5,485012.5,122.8,ASPHALT,85,83,88
3,13,635003.5,485013.5,122.28,ASPHALT,88,84,85
3,14,635003.5,485014.5,120.4,GRASS,24,27,34
3,15,635003.5,485015.5,120.72,GRASS,22,29,37
3,16,635003.5,485016.5,120.5,GRASS,50,55,49
3,17,635003.5,485017.5,120.5,GRASS,60,63,56
3,18,635003.5,485018.5,120.07,GRASS,56,70,55
3,19,635003.5,485019.5,120.03,ASPHALT,97,106,101
3,20,635003.5,485020.5,119.94,ASPHALT,88,98,74
3,21,635003.5,485021.5,119.94,GRASS,76,88,66
3,22,635003.5,485022.5,119.97,GRASS,56,69,51
3,23,635003.5,485023.5,119.97,GRASS,66,74,61
3,24,635003.5,485024.5,119.9,GRASS,79,88,71
3,25,635003.5,485025.5,119.87,GRASS,58,66,53
3,26,635003.5,485026.5,119.87,GRASS,32,43,39
3,27,635003.5,485027.5,119.7,GRASS,52,56,55
3,28,635003.5,485028.5,119.64,GRASS,38,38,36
3,29,635003.5,485029.5,119.6,ASPHALT,105,112,94
3,30,635003.5,485030.5,119.62,ASPHALT,99,104,82
3,31,635003.5,485031.5,119.62,GRASS,60,66,52
3,32,635003.5,485032.5,119.56,GRASS,57,69,59
3,33,635003.5,485033.5,119.49,GRASS,73,76,67
3,34,635003.5,485034.5,119.52,CONCRETE,153,147,131
3,35,635003.5,485035.5,119.49,ASPHALT,117,119,95
3,36,635003.5,485036.5,119.49,ASPHALT,110,108,85
3,37,635003.5,485037.5,119.49,ASPHALT,105,109,82
3,38,635003.5,485038.5,119.49,GRASS,84,100,71
3,39,635003.5,485039.5,119.49,GRASS,61,80,58
3,40,635003.5,485040.5,119.49,GRASS,70,83,63
3,41,635003.5,485041.5,119.53,ASPHALT,86,99,79
3,42,635003.5,485042.5,119.47,GRASS,80,94,77
3,43,635003.5,485043.5,119.36,GRASS,66,80,67
3,44,635003.5,485044.5,119.15,GRASS,76,88,78
3,45,635003.5,485045.5,119.15,GRASS,43,55,53
3,46,635003.5,485046.5,118.73,GRASS,23,32,37
3,47,635003.5,485047.5,118.69,GRASS,23,32,41
3,48,635003.5,485048.5,118.68,GRASS,20,30,39
3,49,635003.5,485049.5,118.63,GRASS,24,35,41
3,50,635003.5,485050.5,118.63,GRASS,22,33,39
3,51,635003.5,485051.5,118.62,GRASS,26,35,44
3,52,635003.5,485052.5,118.61,GRASS,24,34,36
3,53,635003.5,485053.5,118.59,GRASS,44,49,45
3,54,635003.5,485054.5,118.57,ASPHALT,87,89,75
3,55,635003.5,485055.5,118.57,ASPHALT,106,103,84
3,56,635003.5,485056.5,118.53,ASPHALT,106,104,83
3,57,635003.5,485057.5,118.53,DIRT,109,104,84
3,58,635003.5,485058.5,118.48,ASPHALT,108,107,87
3,59,635003.5,485059.5,118.5,ASPHALT,113,111,90
3,60,635003.5,485060.5,118.5,ASPHALT,119,117,96
3,61,635003.5,485061.5,118.47,ASPHALT,117,112,92
3,62,635003.5,485062.5,118.43,ASPHALT,111,110,89
3,63,635003.5,485063.5,118.35,ASPHALT,110,108,87
3,64,635003.5,485064.5,118.35,ASPHALT,97,100,81
3,65,635003.5,485065.5,118.11,ASPHALT,91,95,78
3,66,635003.5,485066.5,117.83,ASPHALT,87,96,77
3,67,635003.5,485067.5,117.59,ASPHALT,97,105,82
3,68,635003.5,485068.5,117.32,ASPHALT,101,104,83
3,69,635003.5,485069.5,117.32,ASPHALT,89,96,78
3,70,635003.5,485070.5,117.19,ASPHALT,110,111,93
3,71,635003.5,485071.5,117.27,ASPHALT,133,126,107
3,72,635003.5,485072.5,117.28,CONCRETE,148,139,122
3,73,635003.5,485073.5,117.4,CONCRETE,193,186,176
3,74,635003.5,485074.5,117.4,CONCRETE,204,198,186
3,75,635003.5,485075.5,117.46,CONCRETE,207,199,186
3,76,635003.5,485076.5,117.55,CONCRETE,208,200,187
3,77,635003.5,485077.5,117.6,CONCRETE,205,197,186
3,78,635003.5,485078.5,117.56,CONCRETE,198,192,176
3,79,635003.5,485079.5,117.56,ASPHALT,127,129,105
3,80,635003.5,485080.5,117.12,ASPHALT,90,98,75
3,81,635003.5,485081.5,116.6,ASPHALT,84,96,76
3,82,635003.5,485082.5,116.21,GRASS,78,89,72
3,83,635003.5,485083.5,116.21,GRASS,80,93,73
3,84,635003.5,485084.5,115.81,GRASS,80,95,76
3,85,635003.5,485085.5,115.42,GRASS,83,92,75
3,86,635003.5,485086.5,114.98,ASPHALT,96,107,90
3,87,635003.5,485087.5,114.73,GRASS,80,93,75
3,88,635003.5,485088.5,114.73,GRASS,85,94,75
3,89,635003.5,485089.5,114.56,ASPHALT,101,106,86
3,90,635003.5,485090.5,114.46,ASPHALT,104,103,83
3,91,635003.5,485091.5,114.43,ASPHALT,123,120,101
3,92,635003.5,485092.5,114.43,ASPHALT,132,125,106
3,93,635003.5,485093.5,114.43,ASPHALT,87,95,74
3,94,635003.5,485094.5,114.37,GRASS,83,96,76
3,95,635003.5,485095.5,114.31,ASPHALT,93,102,81
3,96,635003.5,485096.5,114.29,ASPHALT,88,100,76
3,97,635003.5,485097.5,114.26,ASPHALT,88,101,83
3,98,635003.5,485098.5,114.26,ASPHALT,106,116,92
3,99,635003.5,485099.5,114.24,ASPHALT,99,111,87
4,0,635004.5,485000.5,123.11,ASPHALT,96,100,101
4,1,635004.5,485001.5,123.07,ASPHALT,108,110,109
4,2,635004.5,485002.5,123.07,GRASS,74,69,65
4,3,635004.5,485003.5,123.16,GRASS,22,32,31
4,4,635004.5,485004.5,123.04,GRASS,74,91,72
4,5,635004.5,485005.5,122.27,GRASS,48,55,48
4,6,635004.5,485006.5,122.19,ASPHALT,95,110,81
4,7,635004.5,485007.5,122.19,ASPHALT,99,105,95
4,8,635004.5,485008.5,122.77,ASPHALT,110,116,104
4,9,635004.5,485009.5,122.79,ASPHALT,95,95,87
4,10,635004.5,485010.5,122.83,ASPHALT,83,83,81
4,11,635004.5,485011.5,122.82,ASPHALT,92,91,89
4,12,635004.5,485012.5,122.82,ASPHALT,92,90,91
4,13,635004.5,485013.5,122.85,ASPHALT,94,91,86
4,14,635004.5,485014.5,122.04,ASPHALT,95,90,87
4,15,635004.5,485015.5,120.8,GRASS,35,30,36
4,16,635004.5,485016.5,120.11,GRASS,22,31,38
4,17,635004.5,485017.5,120.11,GRASS,68,83,64
4,18,635004.5,485018.5,120.06,GRASS,34,45,37
4,19,635004.5,485019.5,119.97,GRASS,40,47,39
4,20,635004.5,485020.5,119.99,ASPHALT,96,106,82
4,21,635004.5,485021.5,119.99,ASPHALT,86,100,75
4,22,635004.5,485022.5,119.97,ASPHALT,97,102,80
4,23,635004.5,485023.5,119.94,GRASS,80,92,68
4,24,635004.5,485024.5,119.94,GRASS,65,76,59
4,25,635004.5,485025.5,119.9,GRASS,53,66,48
4,26,635004.5,485026.5,119.9,GRASS,65,79,66
4,27,635004.5,485027.5,119.84,GRASS,26,38,38
4,28,635004.5,485028.5,119.77,GRASS,56,60,59
4,29,635004.5,485029.5,119.65,GRASS,49,59,50
4,30,635004.5,485030.5,119.6,ASPHALT,86,95,78
4,31,635004.5,485031.5,119.6,GRASS,35,43,46
4,32,635004.5,485032.5,119.51,GRASS,32,41,46
4,33,635004.5,485033.5,119.56,GRASS,41,51,52
4,34,635004.5,485034.5,119.53,GRASS,79,88,69
4,35,635004.5,485035.5,119.54,ASPHALT,117,112,92
4,36,635004.5,485036.5,119.54,ASPHALT,112,110,87
4,37,635004.5,485037.5,119.53,ASPHALT,109,113,90
4,38,635004.5,485038.5,119.52,GRASS,73,81,66
4,39,635004.5,485039.5,119.44,ASPHALT,97,110,90
4,40,635004.5,485040.5,119.44,ASPHALT,105,121,95
4,41,635004.5,485041.5,119.5,ASPHALT,91,104,86
4,42,635004.5,485042.5,119.37,GRASS,49,62,52
4,43,635004.5,485043.5,119.24,GRASS,73,86,76
4,44,635004.5,485044.5,119.12,GRASS,46,58,56
4,45,635004.5,485045.5,119.12,GRASS,23,32,39
4,46,635004.5,485046.5,118.68,GRASS,25,34,41
4,47,635004.5,485047.5,118.68,GRASS,26,35,44
4,48,635004.5,485048.5,118.62,GRASS,21,31,40
4,49,635004.5,485049.5,118.62,GRASS,23,33,42
4,50,635004.5,485050.5,118.62,GRASS,23,34,40
4,51,635004.5,485051.5,118.63,GRASS,28,35,43
4,52,635004.5,485052.5,118.58,GRASS,64,69,65
4,53,635004.5,485053.5,118.58,GRASS,79,82,71
4,54,635004.5,485054.5,118.54,ASPHALT,93,94,76
4,55,635004.5,485055.5,118.54,ASPHALT,117,112,92
4,56,635004.5,485056.5,118.52,ASPHALT,101,100,79
4,57,635004.5,485057.5,118.47,ASPHALT,112,111,90
4,58,635004.5,485058.5,118.49,ASPHALT,128,126,103
4,59,635004.5,485059.5,118.45,ASPHALT,109,107,86
4,60,635004.5,485060.5,118.45,ASPHALT,111,110,89
4,61,635004.5,485061.5,118.39,DIRT,102,100,79
4,62,635004.5,485062.5,118.24,ASPHALT,99,101,80
4,63,635004.5,485063.5,118.01,ASPHALT,100,103,84
4,64,635004.5,485064.5,118.01,ASPHALT,96,100,83
