364698.04,363774.84,120.15
364697.83999999997,363775.04000000004,120.19999999983993
364697.64,363775.24,120.2
364697.6066666667,363775.50666666665,120.19999999999999
364697.57333333336,363775.7733333333,120.2
364697.54000000004,363776.04000000004,120.05000000052387
364697.50666666665,363776.3066666667,120.04999999999998
364697.4733333333,363776.57333333336,120.04999999999998
364697.44,363776.84,120.05000000017462
364697.24,363777.04000000004,119.99000000041617
364697.04,363777.24,119.99
364697.17333333334,363777.50666666665,119.99000000000001
364697.30666666664,363777.7733333333,119.98000000010768
364697.44,363778.04,119.99999999965075
364697.64,363778.20666666667,120.0
364697.84,363778.3733333333,120.0
364698.04000000004,363778.54,120.0
364698.24,363778.70666666667,120.0
364698.44,363778.8733333333,119.94833333356326
364698.64,363779.04,119.94000000004657
364698.57333333336,363779.30666666664,119.94
364698.50666666665,363779.57333333336,119.94
364698.44,363779.84,119.94000000015133
364698.24,363780.04000000004,119.89000000041909
364698.04,363780.24,119.89
364697.83999999997,363780.44,119.89
364697.64,363780.64,119.89
364697.44,363780.83999999997,119.88999999993015
364697.24,363781.04,119.87
364697.0733333333,363781.24,119.87
364696.9066666667,363781.44,119.87
364696.74,363781.64,119.87
364696.5733333333,363781.83999999997,119.87
364696.4066666667,363782.04,119.85999999981082
364696.24,363782.24,119.81
364696.0266666667,363782.42666666664,119.81
364695.8133333333,363782.61333333334,119.81
364695.6,363782.8,119.81
364695.38666666666,363782.98666666663,119.82293333315103
364695.17333333334,363783.17333333334,119.79000000000002
364694.95999999996,363783.36,119.79000000000002
364694.74666666664,363783.54666666663,119.79
364694.5333333333,363783.73333333334,119.79
364694.32,363783.92,119.77960000009594
364694.10666666663,363784.10666666663,119.73999999999998
364693.8933333333,363784.29333333333,119.73999999999998
364693.68,363784.48,119.74
364693.4666666667,363784.6666666666,119.73999999999998
364693.2533333333,363784.85333333333,119.73008888891512
364693.04,363785.04,119.72000000006403
364692.83999999997,363785.24,119.72
364692.63999999996,363785.44,119.72
364692.44,363785.63999999996,119.71999999995926
364692.24,363785.83999999997,119.7
364692.04,363786.04,119.67000000020082
364691.83999999997,363786.24,119.67
364691.63999999996,363786.44,119.67
364691.44,363786.63999999996,119.66999999993014
364691.24,363786.83999999997,119.63
364691.04,363787.04,119.63
364690.9733333333,363787.24,119.63
364690.9066666667,363787.44,119.63
364690.84,363787.64,119.63
364690.84,363787.9275,119.62562500007184
364690.84,363788.215,119.62
364690.84,363788.5025,119.62
364690.84,363788.79000000004,119.62
364690.84,363789.0775,119.6
364690.84,363789.365,119.6
364690.84,363789.6525,119.6
364690.84,363789.94,119.57000000046276
364690.84,363790.2275,119.54
364690.84,363790.515,119.54
364690.84,363790.8025,119.54
364690.84,363791.08999999997,119.57
364690.84,363791.3775,119.57
364690.84,363791.665,119.57
364690.84,363791.9525,119.5643750000824
364690.84,363792.24,119.56
364691.04,363792.44,119.56
364691.04,363792.64,119.56
364691.04,363792.84,119.56
364690.84,363793.04,119.46000000087311
364690.92000000004,363793.32,119.45999999999998
364691.0,363793.6,119.46
364691.08,363793.88,119.45000000044237
364691.16,363794.16,119.41
364691.24,363794.44,119.41
364691.4066666667,363794.64,119.3766666667346
364691.5733333333,363794.84,119.37
364691.74,363795.04000000004,119.38999999981957
364691.9066666667,363795.24,119.39
364692.0733333333,363795.44,119.39
364692.24,363795.64,119.39
364692.24,363795.92571428575,119.385714285807
364692.24,363796.21142857143,119.38
364692.24,363796.4971428572,119.38
364692.24,363796.78285714285,119.38
364692.24,363797.0685714286,119.37
364692.24,363797.3542857143,119.37
364692.24,363797.64,119.37
364692.44,363797.84,119.21000000032595
364692.24,363798.04,119.02000000356522
364692.27999999997,363798.32,118.99600000025843
364692.32,363798.6,118.9720000002375
364692.36,363798.88,118.90600000237312
364692.4,363799.16,118.73400000003842
364692.44,363799.44,118.73000000004075
364692.46857142856,363799.72571428574,118.73
364692.4971428572,363800.0114285714,118.64428571535423
364692.52571428573,363800.29714285716,118.63
364692.5542857143,363800.58285714284,118.63
364692.58285714284,363800.8685714286,118.61285714415934
364692.61142857146,363801.15428571426,118.51
364692.64,363801.44,118.51
364692.83999999997,363801.64,118.51
364693.04,363801.84,118.51
364693.20666666667,363802.07333333336,118.53
364693.3733333333,363802.3066666667,118.52333333335855
364693.54,363802.54000000004,118.52
364693.70666666667,363802.7733333333,118.52
364693.8733333333,363803.00666666665,118.49500000034779
364694.04,363803.24,118.49
364693.9733333333,363803.44,118.49
364693.9066666667,363803.64,118.48999999999998
364693.84,363803.84,118.49
364693.84,363804.09,118.33
364693.84,363804.34,118.33
364693.84,363804.59,118.33
364693.84,363804.84,118.33
364694.04,363805.04,118.13000000244472
364694.04,363805.30666666664,118.13
364694.04,363805.57333333336,118.13
364694.04,363805.84,118.13
364694.24,363806.04,117.90000000287837
364694.44,363805.83999999997,117.70000000112633
364694.64,363805.64,117.7
364694.83999999997,363805.44,117.7
364695.04,363805.24,117.7
364695.24,363805.04000000004,117.70000000429573
364695.44,363804.84,117.63000000125146
364695.70666666667,363804.9066666667,117.54333333646102
364695.9733333333,363804.9733333333,117.45666666981958
364696.24,363805.04,117.37000000317815
364696.44,363804.84,117.23000000128057
364696.64,363805.04,116.97000000317814
364696.7733333333,363805.30666666664,116.97
364696.9066666667,363805.57333333336,116.97
364697.04,363805.84,116.97
364697.24,363806.04,116.71000000325381
364697.44,363805.84,116.53000000153668
364697.6,363806.08,116.25
364697.76,363806.32,116.25
364697.92,363806.56,116.25
364698.08,363806.8,116.25
364698.24,363807.04,116.09000000204891
364698.44,363806.9066666667,115.90666666864672
364698.64,363806.7733333333,115.93
364698.84,363806.64,115.93
364699.04,363806.84,115.93
364699.24,363806.74,115.93
364699.44,363806.64,115.76000000069268
364699.64,363806.48000000004,115.76
364699.84,363806.32,115.76
364700.04,363806.16000000003,115.76
364700.24,363806.0,115.76800000049593
364700.44,363805.84,115.61000000082946
364700.64,363805.74,115.61
364700.84,363805.64,115.61
364701.08444444445,363805.50666666665,115.60999999999999
364701.3288888889,363805.37333333335,115.5522222228318
364701.57333333336,363805.24,115.48
364701.8177777778,363805.1066666667,115.48
364702.0622222222,363804.9733333333,115.46333333272702
364702.30666666664,363804.84,115.41000000030269
364702.5511111111,363804.70666666667,115.37
364702.79555555555,363804.57333333336,115.37
364703.04,363804.44,115.37
364703.3356521739,363804.4052173913,115.32217391356988
364703.63130434783,363804.3704347826,115.27
364703.9269565217,363804.3356521739,115.27000000000001
