index,grid_x,grid_y,real_x,real_y,height
557,183.7848,172.6329,366168.76,362604.6,116.86
558,184.1139,172.2532,366168.76,362604.4,116.86
559,184.443,171.8734,366168.76,362604.4,116.86
560,184.7722,171.4937,366168.96,362604.2,116.86
561,185.1013,171.1139,366168.96,362604.2,116.86
562,185.4304,170.7342,366168.96,362604.2,116.86
563,185.7595,170.3544,366169.16,362604.0,116.85
564,186.0886,169.9747,366169.16,362604.0,116.85
565,186.4177,169.5949,366169.16,362604.0,116.85
566,186.7468,169.2152,366169.36,362603.8,116.85
567,187.0759,168.8354,366169.36,362603.8,116.85
568,187.4051,168.4557,366169.36,362603.6,116.85
569,187.7342,168.0759,366169.56,362603.6,116.85
570,188.0633,167.6962,366169.56,362603.6,116.85
571,188.3924,167.3165,366169.56,362603.4,116.85
572,188.7215,166.9367,366169.76,362603.4,116.88
573,189.0506,166.557,366169.76,362603.4,116.88
574,189.3797,166.1772,366169.76,362603.2,116.88
575,189.7089,165.7975,366169.96,362603.2,116.88
576,190.038,165.4177,366169.96,362603.0,116.88
577,190.3671,165.038,366169.96,362603.0,116.88
578,190.6962,164.6582,366170.16,362603.0,116.88
579,191.0253,164.2785,366170.16,362602.8,116.88
580,191.3544,163.8987,366170.16,362602.8,116.88
581,191.6835,163.519,366170.36,362602.8,116.88
582,192.0127,163.1392,366170.36,362602.6,116.88
583,192.3418,162.7595,366170.36,362602.6,116.88
584,192.6709,162.3797,366170.56,362602.4,116.89
585,193.0,162.0,366170.56,362602.4,116.89
